# F delta_l std_l
 9.81 4.844185417476578e-05 3.488342748870798e-06
 14.715 7.098472780770483e-05 6.224069812578971e-06
 19.62 9.604281127621484e-05 5.566573719441235e-06
 24.525 0.0001197635541756627 1.011052074935076e-05
 29.43 0.0001430719616861575 6.500112015552242e-06
 34.335 0.0001673137664825226 3.117176749525297e-06
 39.24 0.0001919035622923044 9.875567684704193e-06
 44.145 0.0002142843940444079 1.792290346655302e-05
 49.05 0.0002377702156492152 2.352916897575194e-05
 53.95500000000001 0.0002626498810889489 1.29547805234249e-05
 58.86 0.0002869179155597022 2.446273746253681e-05
